Y_est,Y_est_moe,Y_uni,Y_uni_moe,NAME,state,county,tract,S0101_C01_001E_x,OA_est,OA_est_moe,S0101_C01_001M_x,S0101_C01_001E_y,F_est,F_est_moe,S0101_C01_001M_y,RM_uni_moe,RM_est_moe,RM_uni,RM_est,EM_est,EM_uni_moe,EM_uni,EM_est_moe,FB_est_moe,FB_uni,FB_uni_moe,FB_est,LEP_uni_moe,LEP_est_moe,LEP_est,LEP_uni,D_est_moe,D_est,D_uni_moe,D_uni,LI_est_moe,LI_est,LI_uni_moe,LI_uni,NC_uni,NC_uni_moe,NC_est,NC_est_moe,GEOID,OA_uni,F_uni,OA_uni_moe,F_uni_moe,RM_est_moe_approx,Y_pct,Y_pct_moe,OA_pct,OA_pct_moe,F_pct,F_pct_moe,RM_pct,RM_pct_moe,EM_pct,EM_pct_moe,FB_pct,FB_pct_moe,LEP_pct,LEP_pct_moe,D_pct,D_pct_moe,LI_pct,LI_pct_moe,NC_pct,NC_pct_moe,IPD_SCORE,Y_score,Y_class,OA_score,OA_class,F_score,F_class,RM_score,RM_class,EM_score,EM_class,FB_score,FB_class,LEP_score,LEP_class,D_score,D_class,LI_score,LI_class,NC_score,NC_class,IPD_SCORE_score,IPD_SCORE_class,indicators_mean,indicators_std,IPD_CONFIDENCE
115,43,1181,205,Census Tract 1.01; District of Columbia; District of Columbia,11,001,000101,1181,373,115,205,1181,678,166,205,205,194,1181,293,90,205,1181,89,77,1181,205,161,187,40,33,1083,28,30,205,1181,48,73,205,1181,803,128,311,115,11001000101,1181,1181,205,205,282.24280327406046,9.7,3.2,31.6,8.0,57.4,9.9,24.8,15.9,7.6,7.4,13.6,6.1,3.0,3.7,2.5,2.3,6.2,3.9,38.7,12.9,19,1,Below Average,4,Well Above Average,3,Above Average,1,Below Average,2,Average,2,Average,2,Average,1,Below Average,1,Below Average,2,Average,2,Average,1.9,0.9944289260117531,Medium
1809,607,4999,922,Census Tract 75.02; District of Columbia; District of Columbia,11,001,007502,4999,502,148,922,4999,2709,797,922,922,80,4999,4943,0,922,4999,14,94,4999,922,115,819,14,0,4426,376,869,923,4624,833,2211,917,4568,1900,310,927,212,11001007502,4999,4999,922,922,925.4642078438258,36.2,10.1,10.0,2.3,54.2,12.4,98.9,18.3,0.0,0.3,2.3,1.8,0.0,0.3,18.8,7.2,48.4,15.4,48.8,7.8,21,4,Well Above Average,2,Average,2,Average,3,Above Average,0,Well Below Average,1,Below Average,0,Well Below Average,3,Above Average,3,Above Average,3,Above Average,2,Average,2.1,1.3703203194062978,Medium
796,486,2440,655,Census Tract 75.03; District of Columbia; District of Columbia,11,001,007503,2440,209,107,655,2440,1256,342,655,655,89,2440,2291,123,655,2440,120,55,2440,655,68,575,51,31,2232,125,290,655,2440,266,850,655,2440,945,138,414,125,11001007503,2440,2440,655,655,661.0189104707973,32.6,17.9,8.6,3.7,51.5,2.3,93.9,25.5,5.0,4.7,2.8,2.1,1.4,2.3,11.9,4.0,34.8,5.6,43.8,11.6,20,3,Above Average,1,Below Average,2,Average,3,Above Average,1,Below Average,1,Below Average,1,Below Average,2,Average,3,Above Average,3,Above Average,2,Average,2.0,0.9428090415820634,High
742,423,2815,592,Census Tract 75.04; District of Columbia; District of Columbia,11,001,007504,2815,282,126,592,2815,1259,290,592,592,44,2815,2777,70,592,2815,74,62,2815,592,55,495,62,38,2561,199,658,592,2815,557,1398,592,2815,1355,190,699,168,11001007504,2815,2815,592,592,593.6328831862332,26.4,14.0,10.0,3.9,44.7,4.2,98.7,20.8,2.5,2.6,2.0,2.2,1.5,2.4,23.4,5.1,49.7,16.8,51.6,10.1,22,3,Above Average,2,Average,1,Below Average,3,Above Average,1,Below Average,1,Below Average,1,Below Average,4,Well Above Average,3,Above Average,3,Above Average,3,Above Average,2.2,1.1352924243950935,Medium
1252,550,4949,901,Census Tract 76.01; District of Columbia; District of Columbia,11,001,007601,4949,588,162,901,4949,3282,708,901,901,97,4949,4753,130,901,4949,132,249,4949,901,413,763,68,87,4524,214,633,896,4913,834,1971,896,4913,2073,331,583,286,11001007601,4949,4949,901,901,906.2063782604931,25.3,10.1,11.9,2.5,66.3,7.7,96.0,17.6,2.6,2.6,8.3,4.8,1.9,1.5,12.9,3.7,40.1,15.3,28.1,13.0,22,3,Above Average,2,Average,4,Well Above Average,3,Above Average,1,Below Average,1,Below Average,1,Below Average,2,Average,3,Above Average,2,Average,3,Above Average,2.2,1.0327955589886444,High
886,546,4281,866,Census Tract 76.03; District of Columbia; District of Columbia,11,001,007603,4281,604,207,866,4281,2343,626,866,866,103,4281,4168,173,866,4281,246,69,4281,866,59,799,8,4,4079,223,616,866,4281,304,557,866,4281,2196,265,448,242,11001007603,4281,4281,866,866,872.1037782282565,20.7,12.0,14.1,3.9,54.7,9.6,97.4,19.8,4.0,5.7,1.4,1.6,0.1,0.2,14.4,4.3,13.0,6.6,20.4,10.7,17,2,Average,2,Average,2,Average,3,Above Average,1,Below Average,1,Below Average,1,Below Average,3,Above Average,1,Below Average,1,Below Average,1,Below Average,1.7,0.8232726023485646,High
491,277,3738,729,Census Tract 76.04; District of Columbia; District of Columbia,11,001,007604,3738,650,260,729,3738,2049,458,729,729,82,3738,3477,177,729,3738,113,134,3738,729,266,719,114,124,3690,214,679,729,3738,552,1124,729,3738,1959,274,687,229,11001007604,3738,3738,729,729,733.5973009764963,13.1,7.0,17.4,6.1,54.8,6.0,93.0,18.3,4.7,2.9,7.1,3.3,3.4,3.0,18.2,4.5,30.1,13.6,35.1,10.6,21,2,Average,3,Above Average,2,Average,3,Above Average,1,Below Average,1,Below Average,2,Average,3,Above Average,2,Average,2,Average,2,Average,2.1,0.7378647873726217,High
696,279,3793,548,Census Tract 76.05; District of Columbia; District of Columbia,11,001,007605,3793,868,293,548,3793,2065,367,548,548,54,3793,3721,15,548,3793,25,58,3793,548,79,540,35,24,3688,339,1032,548,3779,481,1253,548,3779,1978,389,914,320,11001007605,3793,3793,548,548,550.6541564357796,18.3,6.9,22.9,7.0,54.4,5.6,98.1,14.2,0.4,0.7,2.1,1.5,0.7,0.9,27.3,8.0,33.2,11.8,46.2,13.4,22,2,Average,3,Above Average,2,Average,3,Above Average,1,Below Average,1,Below Average,1,Below Average,4,Well Above Average,2,Average,3,Above Average,3,Above Average,2.2,1.0327955589886446,High
2517,422,7140,1051,Census Tract 77.03; District of Columbia; District of Columbia,11,001,007703,7140,624,159,1051,7140,3206,566,1051,1051,67,7140,7089,2051,1051,7140,1095,587,7140,1051,983,1004,314,433,6381,349,765,1051,7140,1016,2499,1056,7109,2307,399,779,314,11001007703,7140,7140,1051,1051,1053.1334198476468,35.3,2.8,8.7,1.8,44.9,4.4,99.3,14.6,28.7,14.7,13.8,8.0,6.8,4.8,10.7,4.6,35.2,13.3,33.8,12.3,24,4,Well Above Average,1,Below Average,1,Below Average,3,Above Average,4,Well Above Average,2,Average,2,Average,2,Average,3,Above Average,2,Average,3,Above Average,2.4,1.07496769977314,High
1027,533,4345,869,Census Tract 77.07; District of Columbia; District of Columbia,11,001,007707,4345,611,202,869,4345,2061,470,869,869,50,4345,4288,178,869,4345,150,168,4345,869,163,699,14,0,3884,247,856,869,4345,865,2020,869,4345,1836,312,694,244,11001007707,4345,4345,869,869,870.4372464457159,23.6,11.3,14.1,3.7,47.4,5.2,98.7,19.8,4.1,3.4,3.8,3.8,0.0,0.4,19.7,4.1,46.5,17.6,37.8,11.6,19,3,Above Average,2,Average,1,Below Average,3,Above Average,1,Below Average,1,Below Average,0,Well Below Average,3,Above Average,3,Above Average,2,Average,2,Average,1.9,1.1005049346146119,Medium
446,287,2444,535,Census Tract 77.08; District of Columbia; District of Columbia,11,001,007708,2444,442,296,535,2444,1252,366,535,535,5,2444,2442,34,535,2444,55,57,2444,535,60,530,55,34,2420,253,701,531,2420,360,827,535,2444,1149,178,610,191,11001007708,2444,2444,535,535,535.0233639758175,18.2,11.0,18.1,11.4,51.2,9.9,99.9,21.9,1.4,2.2,2.5,2.3,1.4,2.3,29.0,8.3,33.8,12.7,53.1,14.4,22,2,Average,3,Above Average,2,Average,3,Above Average,1,Below Average,1,Below Average,1,Below Average,4,Well Above Average,2,Average,3,Above Average,3,Above Average,2.2,1.0327955589886446,High
581,225,2512,589,Census Tract 77.09; District of Columbia; District of Columbia,11,001,007709,2512,335,137,589,2512,1375,561,589,589,48,2512,2458,128,589,2512,159,34,2512,589,24,545,14,0,2474,189,554,588,2500,640,1584,588,2500,1271,310,676,330,11001007709,2512,2512,589,589,590.9526207742884,23.1,7.1,13.3,4.5,54.7,18.3,97.9,23.0,5.1,6.2,1.0,1.3,0.0,0.6,22.2,5.5,63.4,20.8,53.2,22.5,23,3,Above Average,2,Average,2,Average,3,Above Average,1,Below Average,1,Below Average,0,Well Below Average,4,Well Above Average,4,Well Above Average,3,Above Average,3,Above Average,2.3,1.3374935098492586,Medium
1433,384,4968,857,Census Tract 78.03; District of Columbia; District of Columbia,11,001,007803,4968,898,698,857,4968,2590,510,857,857,57,4968,4910,67,857,4968,75,110,4968,857,151,819,14,0,4465,512,1151,857,4957,937,2213,854,4922,2523,402,959,266,11001007803,4968,4968,857,857,858.8934741864092,28.8,5.9,18.1,13.7,52.1,5.0,98.8,17.1,1.3,1.5,3.0,2.2,0.0,0.3,23.2,9.5,45.0,17.4,38.0,8.6,22,3,Above Average,3,Above Average,2,Average,3,Above Average,1,Below Average,1,Below Average,0,Well Below Average,4,Well Above Average,3,Above Average,2,Average,3,Above Average,2.2,1.2292725943057183,Medium
1306,483,4078,887,Census Tract 78.04; District of Columbia; District of Columbia,11,001,007804,4078,649,125,887,4078,2314,694,887,887,132,4078,3902,33,887,4078,41,294,4078,887,226,873,136,90,3876,278,731,886,3779,776,2080,886,3779,1589,380,610,182,11001007804,4078,4078,887,887,896.7680859620284,32.0,9.6,15.9,4.6,56.7,11.7,95.7,21.1,0.8,1.0,5.5,7.1,2.3,3.5,19.3,5.8,55.0,16.0,38.4,6.8,24,3,Above Average,2,Average,3,Above Average,3,Above Average,1,Below Average,1,Below Average,2,Average,3,Above Average,4,Well Above Average,2,Average,3,Above Average,2.4,0.966091783079296,High
434,155,2361,446,Census Tract 78.06; District of Columbia; District of Columbia,11,001,007806,2361,486,159,446,2361,988,215,446,446,142,2361,2188,17,446,2361,34,94,2361,446,132,417,75,58,2151,97,261,446,2358,353,759,446,2358,1163,193,453,225,11001007806,2361,2361,446,446,468.0598252360482,18.4,5.6,20.6,5.5,41.8,4.5,92.7,18.5,0.7,1.4,5.6,3.8,2.7,3.4,11.1,3.5,32.2,13.7,39.0,18.2,19,2,Average,3,Above Average,1,Below Average,3,Above Average,1,Below Average,1,Below Average,2,Average,2,Average,2,Average,2,Average,2,Average,1.9,0.7378647873726217,High
651,209,2477,604,Census Tract 78.07; District of Columbia; District of Columbia,11,001,007807,2477,277,66,604,2477,1312,297,604,604,48,2477,2432,156,604,2477,159,96,2477,604,110,580,55,42,2317,115,426,604,2473,363,1145,604,2473,919,197,344,97,11001007807,2477,2477,604,604,605.9042828698275,26.3,5.5,11.2,3.8,53.0,17.6,98.2,24.0,6.3,6.2,4.4,3.7,1.8,2.3,17.2,2.0,46.3,9.4,37.4,6.9,21,3,Above Average,2,Average,2,Average,3,Above Average,1,Below Average,1,Below Average,1,Below Average,3,Above Average,3,Above Average,2,Average,2,Average,2.1,0.875595035770913,High
1261,692,4105,1040,Census Tract 78.08; District of Columbia; District of Columbia,11,001,007808,4105,517,151,1040,4105,2118,557,1040,1040,31,4105,4057,263,1040,4105,224,122,4105,1040,148,1028,31,23,4074,312,818,1041,4093,995,1715,1041,4093,1560,282,308,129,11001007808,4105,4105,1040,1040,1040.4619166504847,30.7,15.0,12.6,1.8,51.6,3.6,98.8,25.1,6.4,5.2,3.6,2.8,0.6,0.7,20.0,5.7,41.9,21.8,19.7,7.5,20,3,Above Average,2,Average,2,Average,3,Above Average,1,Below Average,1,Below Average,1,Below Average,3,Above Average,3,Above Average,1,Below Average,2,Average,2.0,0.9428090415820634,High
931,356,3134,737,Census Tract 78.09; District of Columbia; District of Columbia,11,001,007809,3134,347,138,737,3134,1596,319,737,737,77,3134,3026,302,737,3134,374,145,3134,737,175,588,64,41,2566,123,311,737,3132,429,915,737,3132,1192,156,326,201,11001007809,3134,3134,737,737,741.0114708963688,29.7,9.0,11.1,3.6,50.9,15.7,96.6,22.8,9.6,11.7,5.6,4.4,1.6,2.5,9.9,3.2,29.2,11.8,27.3,16.5,20,3,Above Average,2,Average,2,Average,3,Above Average,2,Average,1,Below Average,1,Below Average,2,Average,2,Average,2,Average,2,Average,2.0,0.6666666666666666,High
1296,435,4397,889,Census Tract 79.01; District of Columbia; District of Columbia,11,001,007901,4397,712,676,889,4397,2354,527,889,889,233,4397,3453,578,889,4397,324,196,4397,889,471,824,54,52,3906,137,542,898,4317,550,1778,889,4397,1693,338,594,142,11001007901,4397,4397,889,889,919.0266590257326,29.5,7.9,16.2,15.0,53.5,5.1,78.5,16.7,13.1,6.9,10.7,3.9,1.3,1.4,12.6,1.8,40.4,9.5,35.1,4.6,22,3,Above Average,2,Average,2,Average,3,Above Average,2,Average,2,Average,1,Below Average,2,Average,3,Above Average,2,Average,3,Above Average,2.2,0.6324555320336759,High
329,151,1859,348,Census Tract 79.03; District of Columbia; District of Columbia,11,001,007903,1859,171,56,348,1859,973,222,348,348,96,1859,1418,131,348,1859,74,71,1859,348,132,341,42,32,1764,86,209,348,1844,152,430,348,1859,786,101,200,68,11001007903,1859,1859,348,348,360.99861495579177,17.7,7.4,9.2,2.5,52.3,6.8,76.3,15.2,7.0,3.8,7.1,3.6,1.8,2.4,11.3,4.1,23.1,6.9,25.4,8.0,18,2,Average,2,Average,2,Average,3,Above Average,2,Average,1,Below Average,1,Below Average,2,Average,2,Average,1,Below Average,2,Average,1.8,0.6324555320336759,High
621,127,3058,415,Census Tract 80.01; District of Columbia; District of Columbia,11,001,008001,3058,115,60,415,3058,1225,178,415,415,369,3058,860,259,415,3058,122,177,3058,415,322,397,44,44,2741,41,50,415,3048,91,149,415,3048,1441,274,147,65,11001008001,3058,3058,415,415,555.3251299914313,20.3,3.1,3.8,1.9,40.1,2.1,28.1,11.4,8.5,3.8,10.5,5.6,1.6,1.6,1.6,1.3,4.9,2.9,10.2,4.1,12,2,Average,1,Below Average,0,Well Below Average,1,Below Average,2,Average,2,Average,1,Below Average,1,Below Average,1,Below Average,1,Below Average,0,Well Below Average,1.2,0.6324555320336759,Medium
857,232,3286,398,Census Tract 80.02; District of Columbia; District of Columbia,11,001,008002,3286,313,51,398,3286,1694,239,398,398,359,3286,1108,223,398,3286,124,158,3286,398,264,411,28,24,2987,80,155,398,3266,175,383,398,3266,1424,148,168,70,11001008002,3286,3286,398,398,535.9897387077481,26.1,6.3,9.5,1.0,51.6,3.7,33.7,10.1,6.8,3.7,8.0,4.7,0.8,0.9,4.7,2.4,11.7,5.2,11.8,4.8,15,3,Above Average,2,Average,2,Average,1,Below Average,2,Average,1,Below Average,1,Below Average,1,Below Average,1,Below Average,1,Below Average,1,Below Average,1.5,0.7071067811865476,High
567,109,3183,448,Census Tract 81; District of Columbia; District of Columbia,11,001,008100,3183,208,50,448,3183,1690,380,448,448,444,3183,542,287,448,3183,167,94,3183,448,220,466,19,13,3001,50,97,448,3172,58,97,448,3177,1544,254,247,80,11001008100,3183,3183,448,448,630.7455905513727,17.8,2.3,6.5,1.3,53.1,9.3,17.0,13.7,9.0,5.1,6.9,2.8,0.4,0.6,3.1,1.5,3.1,1.8,16.0,4.5,13,2,Average,1,Below Average,2,Average,1,Below Average,2,Average,1,Below Average,1,Below Average,1,Below Average,1,Below Average,1,Below Average,0,Well Below Average,1.3,0.48304589153964794,High
377,130,2805,388,Census Tract 82; District of Columbia; District of Columbia,11,001,008200,2805,338,94,388,2805,1522,270,388,388,312,2805,831,212,388,2805,82,101,2805,388,232,299,13,12,2554,103,125,388,2793,117,201,386,2702,1512,199,661,187,11001008200,2805,2805,388,388,497.8835205145878,13.4,4.2,12.0,2.9,54.3,6.0,29.6,10.3,7.6,2.7,8.3,3.4,0.5,0.5,4.5,3.6,7.4,4.2,43.7,10.9,16,2,Average,2,Average,2,Average,1,Below Average,2,Average,1,Below Average,1,Below Average,1,Below Average,1,Below Average,3,Above Average,1,Below Average,1.6,0.6992058987801011,High
385,90,3077,309,Census Tract 83.01; District of Columbia; District of Columbia,11,001,008301,3077,272,103,309,3077,1449,150,309,309,295,3077,846,391,309,3077,237,158,3077,309,406,313,23,15,2930,64,120,309,3077,110,233,309,2978,1627,172,472,118,11001008301,3077,3077,309,309,427.2072096769904,12.5,2.6,8.8,3.2,47.1,1.2,27.5,9.2,12.7,7.6,13.2,5.0,0.5,0.8,3.9,2.0,7.8,3.6,29.0,6.6,13,1,Below Average,1,Below Average,1,Below Average,1,Below Average,2,Average,2,Average,1,Below Average,1,Below Average,1,Below Average,2,Average,0,Well Below Average,1.3,0.48304589153964794,High
528,168,2871,489,Census Tract 83.02; District of Columbia; District of Columbia,11,001,008302,2871,291,54,489,2871,1458,257,489,489,445,2871,669,380,489,2871,260,116,2871,489,224,495,32,39,2742,43,68,492,2695,83,122,489,2735,1309,188,301,99,11001008302,2871,2871,489,489,661.1701747659221,18.4,4.9,10.1,0.7,50.8,2.3,23.3,15.0,13.2,8.8,7.8,3.8,1.4,1.1,2.5,1.5,4.5,2.9,23.0,6.8,14,2,Average,2,Average,2,Average,1,Below Average,2,Average,1,Below Average,1,Below Average,1,Below Average,1,Below Average,1,Below Average,1,Below Average,1.4,0.5163977794943223,High
383,113,2557,325,Census Tract 84.02; District of Columbia; District of Columbia,11,001,008402,2557,195,54,325,2557,1579,262,325,325,299,2557,970,284,325,2557,174,76,2557,325,134,337,22,14,2472,81,191,325,2552,125,259,325,2552,1423,201,457,135,11001008402,2557,2557,325,325,441.61748153803876,15.0,4.0,7.6,1.9,61.8,6.6,37.9,10.7,11.1,6.7,5.2,2.9,0.6,0.9,7.5,3.0,10.1,4.7,32.1,8.3,15,2,Average,1,Below Average,3,Above Average,1,Below Average,2,Average,1,Below Average,1,Below Average,1,Below Average,1,Below Average,2,Average,1,Below Average,1.5,0.7071067811865476,High
609,262,2138,429,Census Tract 84.10; District of Columbia; District of Columbia,11,001,008410,2138,89,48,429,2138,1116,197,429,429,249,2138,1137,352,429,2138,283,65,2138,429,114,362,18,12,1876,104,141,429,2138,140,191,429,2130,845,116,161,69,11001008410,2138,2138,429,429,496.02620898496883,28.5,10.8,4.2,2.1,52.2,14.0,53.2,4.7,16.5,12.8,5.3,2.8,0.6,1.0,6.6,4.7,9.0,6.3,19.1,7.7,16,3,Above Average,1,Below Average,2,Average,2,Average,3,Above Average,1,Below Average,1,Below Average,1,Below Average,1,Below Average,1,Below Average,1,Below Average,1.6,0.8432740427115679,Medium
194,80,2618,464,Census Tract 87.01; District of Columbia; District of Columbia,11,001,008701,2618,159,79,464,2618,1158,235,464,464,440,2618,1324,47,464,2618,38,127,2618,464,247,457,55,74,2511,90,144,465,2608,236,464,465,2596,1146,235,182,77,11001008701,2618,2618,464,464,639.4497634685621,7.4,2.8,6.1,2.8,44.2,4.4,50.6,14.2,1.8,1.4,9.4,4.6,2.9,2.1,5.5,3.3,17.9,8.5,15.9,5.9,14,1,Below Average,1,Below Average,1,Below Average,2,Average,1,Below Average,2,Average,2,Average,1,Below Average,2,Average,1,Below Average,1,Below Average,1.4,0.5163977794943223,High
437,168,3521,577,Census Tract 87.02; District of Columbia; District of Columbia,11,001,008702,3521,206,100,577,3521,1809,510,577,577,288,3521,2150,396,577,3521,308,113,3521,577,217,565,40,26,3288,104,231,579,3518,202,557,577,3521,2171,375,871,194,11001008702,3521,3521,577,577,644.8821597780482,12.4,4.3,5.9,2.7,51.4,11.8,61.1,12.9,11.2,8.6,6.2,3.0,0.8,1.2,6.6,2.8,15.8,5.1,40.1,5.6,15,1,Below Average,1,Below Average,2,Average,2,Average,2,Average,1,Below Average,1,Below Average,1,Below Average,2,Average,2,Average,1,Below Average,1.5,0.5270462766947299,High
874,254,4605,575,Census Tract 88.02; District of Columbia; District of Columbia,11,001,008802,4605,438,83,575,4605,2123,338,575,575,263,4605,3512,383,575,4605,301,243,4605,575,580,548,199,325,4326,138,348,575,4564,382,1418,567,4546,1962,196,526,148,11001008802,4605,4605,575,575,632.2926537608989,19.0,5.0,9.5,1.4,46.1,4.6,76.3,11.1,8.3,6.5,12.6,5.0,7.5,4.5,7.6,2.9,31.2,7.4,26.8,7.1,19,2,Average,2,Average,1,Below Average,3,Above Average,2,Average,2,Average,2,Average,1,Below Average,2,Average,2,Average,2,Average,1.9,0.5676462121975469,High
479,188,4473,568,Census Tract 88.03; District of Columbia; District of Columbia,11,001,008803,4473,174,151,568,4473,2242,353,568,568,233,4473,3182,434,568,4473,159,168,4473,568,406,564,113,161,4439,193,585,566,4385,323,1335,564,3910,2057,329,947,348,11001008803,4473,4473,568,568,613.9324067028878,10.7,4.0,3.9,3.3,50.1,4.7,71.1,10.4,9.7,3.3,9.1,3.6,3.6,2.5,13.3,4.1,34.1,6.6,46.0,15.2,19,1,Below Average,1,Below Average,2,Average,2,Average,2,Average,2,Average,2,Average,2,Average,2,Average,3,Above Average,2,Average,1.9,0.5676462121975466,High
262,230,2338,610,Census Tract 88.04; District of Columbia; District of Columbia,11,001,008804,2338,187,72,610,2338,1324,556,610,610,200,2338,1913,325,610,2338,166,145,2338,610,233,559,72,78,2204,229,497,610,2338,401,766,610,2332,1505,502,537,172,11001008804,2338,2338,610,610,641.9501538281613,11.2,9.4,8.0,2.3,56.6,18.6,81.8,23.0,13.9,6.1,10.0,5.6,3.5,3.1,21.3,8.1,32.8,14.9,35.7,16.5,22,1,Below Average,1,Below Average,3,Above Average,3,Above Average,2,Average,2,Average,2,Average,4,Well Above Average,2,Average,2,Average,3,Above Average,2.2,0.9189365834726815,High
1047,624,3668,1086,Census Tract 89.03; District of Columbia; District of Columbia,11,001,008903,3668,243,121,1086,3668,1847,536,1086,1086,78,3668,3477,83,1086,3668,84,117,3668,1086,103,964,9,4,3441,192,487,1086,3668,826,1847,1041,3485,1684,277,828,243,11001008903,3668,3668,1086,1086,1088.7975018340187,28.5,14.8,6.6,2.7,50.4,20.9,94.8,28.1,2.3,2.2,2.8,3.1,0.1,0.3,13.3,3.5,53.0,17.6,49.2,12.0,20,3,Above Average,1,Below Average,2,Average,3,Above Average,1,Below Average,1,Below Average,1,Below Average,2,Average,3,Above Average,3,Above Average,2,Average,2.0,0.9428090415820634,High
709,386,3826,917,Census Tract 89.04; District of Columbia; District of Columbia,11,001,008904,3826,408,199,917,3826,2074,549,917,917,201,3826,3385,284,917,3826,209,263,3826,917,420,859,104,81,3625,275,746,918,3806,655,1813,917,3826,1818,327,544,202,11001008904,3826,3826,917,917,938.7704724798283,18.5,9.1,10.7,4.5,54.2,6.1,88.5,21.8,7.4,5.2,11.0,6.4,2.2,2.8,19.6,5.5,47.4,12.8,29.9,9.7,23,2,Average,2,Average,2,Average,3,Above Average,2,Average,2,Average,2,Average,3,Above Average,3,Above Average,2,Average,3,Above Average,2.3,0.48304589153964794,High
495,151,3679,603,Census Tract 90; District of Columbia; District of Columbia,11,001,009000,3679,1106,330,603,3679,1928,295,603,603,146,3679,3284,44,603,3679,60,79,3679,603,66,617,14,0,3568,311,954,603,3679,282,813,603,3679,2383,391,547,155,11001009000,3679,3679,603,603,620.4232426336073,13.5,3.5,30.1,7.5,52.4,11.8,89.3,15.2,1.2,1.6,1.8,2.1,0.0,0.4,25.9,7.3,22.1,6.8,23.0,5.3,20,2,Average,4,Well Above Average,2,Average,3,Above Average,1,Below Average,1,Below Average,0,Well Below Average,4,Well Above Average,2,Average,1,Below Average,2,Average,2.0,1.3333333333333333,Medium
1058,329,4352,677,Census Tract 91.02; District of Columbia; District of Columbia,11,001,009102,4352,451,140,677,4352,2480,496,677,677,377,4352,3440,444,677,4352,386,312,4352,677,596,582,103,118,3796,208,616,677,4347,506,1384,676,4341,1923,235,686,192,11001009102,4352,4352,677,677,774.8922505742331,24.3,6.5,10.4,2.8,57.0,7.2,79.0,15.0,10.2,8.7,13.7,6.8,3.1,2.7,14.2,4.2,31.9,10.5,35.7,9.0,24,3,Above Average,2,Average,3,Above Average,3,Above Average,2,Average,2,Average,2,Average,3,Above Average,2,Average,2,Average,3,Above Average,2.4,0.5163977794943223,High
557,271,3058,411,Census Tract 92.01; District of Columbia; District of Columbia,11,001,009201,3058,218,137,411,3058,1441,222,411,411,268,3058,1398,332,411,3058,153,127,3058,411,336,381,85,102,2841,206,431,412,3035,236,685,409,2876,1289,119,330,116,11001009201,3058,3058,411,411,490.657721838758,18.2,8.5,7.1,4.4,47.1,3.5,45.7,6.2,10.9,4.8,11.0,3.9,3.6,3.0,14.2,6.5,23.8,7.5,25.6,8.7,18,2,Average,1,Below Average,1,Below Average,2,Average,2,Average,2,Average,2,Average,3,Above Average,2,Average,1,Below Average,2,Average,1.8,0.6324555320336759,High
402,207,3320,728,Census Tract 92.03; District of Columbia; District of Columbia,11,001,009203,3320,408,212,728,3320,2081,510,728,728,273,3320,2432,263,728,3320,192,261,3320,728,441,693,209,142,3078,224,362,728,3320,204,451,728,3320,1565,285,578,229,11001009203,3320,3320,728,728,777.5043408238953,12.1,5.6,12.3,5.8,62.7,6.9,73.3,18.0,7.9,5.5,13.3,7.3,4.6,6.7,10.9,6.3,13.6,5.4,36.9,13.0,19,1,Below Average,2,Average,3,Above Average,2,Average,2,Average,2,Average,2,Average,2,Average,1,Below Average,2,Average,2,Average,1.9,0.5676462121975469,High
1112,382,3388,554,Census Tract 92.04; District of Columbia; District of Columbia,11,001,009204,3388,491,182,554,3388,1879,412,554,554,166,3388,3060,579,554,3388,301,346,3388,554,911,536,287,592,3011,251,655,554,3388,533,1641,554,3388,1621,196,788,165,11001009204,3388,3388,554,554,578.335542743138,32.8,9.9,14.5,4.8,55.5,8.1,90.3,15.6,17.1,8.4,26.9,9.2,19.7,8.9,19.3,6.7,48.4,13.6,48.6,8.3,30,3,Above Average,2,Average,2,Average,3,Above Average,3,Above Average,4,Well Above Average,4,Well Above Average,3,Above Average,3,Above Average,3,Above Average,4,Well Above Average,3.0,0.6666666666666666,High
699,142,3388,516,Census Tract 93.01; District of Columbia; District of Columbia,11,001,009301,3388,342,81,516,3388,1601,288,516,516,441,3388,2008,114,516,3388,105,191,3388,516,306,505,127,84,3215,89,171,517,3382,158,408,516,3388,1417,342,84,65,11001009301,3388,3388,516,516,678.7761044703916,20.6,2.8,10.1,1.8,47.3,4.5,59.3,9.4,3.4,3.1,9.0,5.5,2.6,3.9,5.1,2.5,12.0,4.3,5.9,4.4,14,2,Average,2,Average,1,Below Average,2,Average,1,Below Average,2,Average,2,Average,1,Below Average,1,Below Average,0,Well Below Average,1,Below Average,1.4,0.6992058987801011,High
212,136,1821,306,Census Tract 93.02; District of Columbia; District of Columbia,11,001,009302,1821,45,29,306,1821,779,184,306,306,139,1821,1136,298,306,1821,231,152,1821,306,256,275,46,43,1664,81,99,306,1821,189,389,306,1821,996,164,284,114,11001009302,1821,1821,306,306,336.09076155110245,11.6,7.2,2.5,1.5,42.8,7.1,62.4,13.0,16.4,12.4,14.1,8.0,2.6,2.7,5.4,4.4,21.4,9.7,28.5,10.4,17,1,Below Average,1,Below Average,1,Below Average,2,Average,3,Above Average,2,Average,2,Average,1,Below Average,2,Average,2,Average,1,Below Average,1.7,0.6749485577105528,High
